    T(GeV)          p(GeV)     A(p,T)(1/fm)
  0.4200000       24.40000      0.1480215    
  0.4200000       24.60000      0.1475114    
  0.4200000       24.80000      0.1470089    
  0.4200000       25.00000      0.1465138    
  0.4200000       25.20000      0.1460259    
  0.4200000       25.40000      0.1455451    
  0.4200000       25.60000      0.1450712    
  0.4200000       25.80000      0.1446040    
  0.4200000       26.00000      0.1441433    
  0.4200000       26.20000      0.1436891    
  0.4200000       26.40000      0.1432412    
  0.4200000       26.60000      0.1427994    
  0.4200000       26.80000      0.1423636    
  0.4200000       27.00000      0.1419337    
  0.4200000       27.20000      0.1415095    
  0.4200000       27.40000      0.1410909    
  0.4200000       27.60000      0.1406778    
  0.4200000       27.80000      0.1402700    
  0.4200000       28.00000      0.1398676    
  0.4200000       28.20000      0.1394702    
  0.4200000       28.40000      0.1390779    
  0.4200000       28.60000      0.1386905    
  0.4200000       28.80000      0.1383080    
  0.4200000       29.00000      0.1379302    
  0.4200000       29.20000      0.1375570    
  0.4200000       29.40000      0.1371883    
  0.4200000       29.60000      0.1368241    
  0.4200000       29.80000      0.1364643    
  0.4200000       30.00000      0.1361088    
  0.4400000      0.0000000E+00   1.027559    
  0.4400000      0.2000000       1.019263    
  0.4400000      0.4000000       1.000315    
  0.4400000      0.6000000      0.9713213    
  0.4400000      0.8000000      0.9355228    
  0.4400000       1.000000      0.8959352    
  0.4400000       1.200000      0.8551152    
  0.4400000       1.400000      0.8147717    
  0.4400000       1.600000      0.7759984    
  0.4400000       1.800000      0.7394607    
  0.4400000       2.000000      0.7054164    
  0.4400000       2.200000      0.6738925    
  0.4400000       2.400000      0.6448125    
  0.4400000       2.600000      0.6180412    
  0.4400000       2.800000      0.5934029    
  0.4400000       3.000000      0.5706986    
  0.4400000       3.200000      0.5497479    
  0.4400000       3.400000      0.5303826    
  0.4400000       3.600000      0.5124476    
  0.4400000       3.800000      0.4958006    
  0.4400000       4.000000      0.4803149    
  0.4400000       4.200000      0.4658787    
  0.4400000       4.400000      0.4523920    
  0.4400000       4.600000      0.4397643    
  0.4400000       4.800000      0.4279173    
  0.4400000       5.000000      0.4167792    
  0.4400000       5.200000      0.4062888    
  0.4400000       5.400000      0.3963892    
  0.4400000       5.600000      0.3870321    
  0.4400000       5.800000      0.3781722    
  0.4400000       6.000000      0.3697704    
  0.4400000       6.200000      0.3617907    
  0.4400000       6.400000      0.3542007    
  0.4400000       6.600000      0.3469720    
  0.4400000       6.800000      0.3400780    
  0.4400000       7.000000      0.3334950    
  0.4400000       7.200000      0.3272021    
  0.4400000       7.400000      0.3211790    
  0.4400000       7.600000      0.3154084    
  0.4400000       7.800000      0.3098737    
  0.4400000       8.000000      0.3045604    
  0.4400000       8.200000      0.2994547    
  0.4400000       8.400001      0.2945433    
  0.4400000       8.600000      0.2898162    
  0.4400000       8.800000      0.2852619    
  0.4400000       9.000000      0.2808700    
  0.4400000       9.200000      0.2766325    
  0.4400000       9.400001      0.2725407    
  0.4400000       9.600000      0.2685868    
  0.4400000       9.800000      0.2647634    
  0.4400000       10.00000      0.2611214    
  0.4400000       10.20000      0.2576474    
  0.4400000       10.40000      0.2543295    
  0.4400000       10.60000      0.2511568    
  0.4400000       10.80000      0.2481195    
  0.4400000       11.00000      0.2452084    
  0.4400000       11.20000      0.2424156    
  0.4400000       11.40000      0.2397334    
  0.4400000       11.60000      0.2371551    
  0.4400000       11.80000      0.2346743    
  0.4400000       12.00000      0.2322853    
  0.4400000       12.20000      0.2299828    
  0.4400000       12.40000      0.2277618    
  0.4400000       12.60000      0.2256179    
  0.4400000       12.80000      0.2235467    
  0.4400000       13.00000      0.2215445    
  0.4400000       13.20000      0.2196076    
  0.4400000       13.40000      0.2177326    
  0.4400000       13.60000      0.2159165    
  0.4400000       13.80000      0.2141563    
  0.4400000       14.00000      0.2124492    
  0.4400000       14.20000      0.2107928    
  0.4400000       14.40000      0.2091847    
  0.4400000       14.60000      0.2076226    
  0.4400000       14.80000      0.2061044    
  0.4400000       15.00000      0.2046283    
  0.4400000       15.20000      0.2031922    
  0.4400000       15.40000      0.2017946    
  0.4400000       15.60000      0.2004337    
  0.4400000       15.80000      0.1991081    
  0.4400000       16.00000      0.1978162    
  0.4400000       16.20000      0.1965567    
  0.4400000       16.40000      0.1953283    
  0.4400000       16.60000      0.1941298    
  0.4400000       16.80000      0.1929600    
  0.4400000       17.00000      0.1918178    
  0.4400000       17.20000      0.1907022    
  0.4400000       17.40000      0.1896122    
  0.4400000       17.60000      0.1885467    
  0.4400000       17.80000      0.1875051    
  0.4400000       18.00000      0.1864863    
  0.4400000       18.20000      0.1854896    
  0.4400000       18.40000      0.1845143    
  0.4400000       18.60000      0.1835595    
  0.4400000       18.80000      0.1826246    
  0.4400000       19.00000      0.1817089    
  0.4400000       19.20000      0.1808118    
  0.4400000       19.40000      0.1799327    
  0.4400000       19.60000      0.1790710    
  0.4400000       19.80000      0.1782261    
  0.4400000       20.00000      0.1773975    
  0.4400000       20.20000      0.1765847    
  0.4400000       20.40000      0.1757873    
  0.4400000       20.60000      0.1750046    
  0.4400000       20.80000      0.1742364    
  0.4400000       21.00000      0.1734822    
  0.4400000       21.20000      0.1727415    
  0.4400000       21.40000      0.1720140    
  0.4400000       21.60000      0.1712992    
  0.4400000       21.80000      0.1705969    
  0.4400000       22.00000      0.1699066    
  0.4400000       22.20000      0.1692282    
  0.4400000       22.40000      0.1685610    
  0.4400000       22.60000      0.1679050    
  0.4400000       22.80000      0.1672598    
  0.4400000       23.00000      0.1666252    
  0.4400000       23.20000      0.1660007    
  0.4400000       23.40000      0.1653862    
  0.4400000       23.60000      0.1647814    
  0.4400000       23.80000      0.1641861    
  0.4400000       24.00000      0.1636000    
  0.4400000       24.20000      0.1630228    
  0.4400000       24.40000      0.1624544    
  0.4400000       24.60000      0.1618946    
  0.4400000       24.80000      0.1613431    
  0.4400000       25.00000      0.1607997    
  0.4400000       25.20000      0.1602643    
  0.4400000       25.40000      0.1597366    
  0.4400000       25.60000      0.1592164    
  0.4400000       25.80000      0.1587037    
  0.4400000       26.00000      0.1581981    
  0.4400000       26.20000      0.1576996    
  0.4400000       26.40000      0.1572081    
  0.4400000       26.60000      0.1567232    
  0.4400000       26.80000      0.1562449    
  0.4400000       27.00000      0.1557730    
  0.4400000       27.20000      0.1553075    
  0.4400000       27.40000      0.1548480    
  0.4400000       27.60000      0.1543946    
  0.4400000       27.80000      0.1539471    
  0.4400000       28.00000      0.1535054    
  0.4400000       28.20000      0.1530693    
  0.4400000       28.40000      0.1526388    
  0.4400000       28.60000      0.1522136    
  0.4400000       28.80000      0.1517938    
  0.4400000       29.00000      0.1513791    
  0.4400000       29.20000      0.1509696    
  0.4400000       29.40000      0.1505650    
  0.4400000       29.60000      0.1501653    
  0.4400000       29.80000      0.1497704    
  0.4400000       30.00000      0.1493801    
  0.4600000      0.0000000E+00   1.123097    
  0.4600000      0.2000000       1.114029    
  0.4600000      0.4000000       1.093319    
  0.4600000      0.6000000       1.061630    
  0.4600000      0.8000000       1.022503    
  0.4600000       1.000000      0.9792348    
  0.4600000       1.200000      0.9346195    
  0.4600000       1.400000      0.8905251    
  0.4600000       1.600000      0.8481467    
  0.4600000       1.800000      0.8082120    
  0.4600000       2.000000      0.7710025    
  0.4600000       2.200000      0.7365477    
  0.4600000       2.400000      0.7047639    
  0.4600000       2.600000      0.6755036    
  0.4600000       2.800000      0.6485746    
  0.4600000       3.000000      0.6237593    
  0.4600000       3.200000      0.6008607    
  0.4600000       3.400000      0.5796950    
  0.4600000       3.600000      0.5600924    
  0.4600000       3.800000      0.5418977    
  0.4600000       4.000000      0.5249721    
  0.4600000       4.200000      0.5091937    
  0.4600000       4.400000      0.4944532    
  0.4600000       4.600000      0.4806513    
  0.4600000       4.800000      0.4677029    
  0.4600000       5.000000      0.4555293    
  0.4600000       5.200000      0.4440635    
  0.4600000       5.400000      0.4332435    
  0.4600000       5.600000      0.4230163    
  0.4600000       5.800000      0.4133327    
  0.4600000       6.000000      0.4041499    
  0.4600000       6.200000      0.3954282    
  0.4600000       6.400000      0.3871325    
  0.4600000       6.600000      0.3792317    
  0.4600000       6.800000      0.3716968    
  0.4600000       7.000000      0.3645017    
  0.4600000       7.200000      0.3576237    
  0.4600000       7.400000      0.3510406    
  0.4600000       7.600000      0.3447335    
  0.4600000       7.800000      0.3386841    
  0.4600000       8.000000      0.3328769    
  0.4600000       8.200000      0.3272964    
  0.4600000       8.400001      0.3219284    
  0.4600000       8.600000      0.3167618    
  0.4600000       8.800000      0.3117841    
  0.4600000       9.000000      0.3069838    
  0.4600000       9.200000      0.3023524    
  0.4600000       9.400001      0.2978802    
  0.4600000       9.600000      0.2935587    
  0.4600000       9.800000      0.2893798    
  0.4600000       10.00000      0.2853991    
  0.4600000       10.20000      0.2816022    
  0.4600000       10.40000      0.2779758    
  0.4600000       10.60000      0.2745081    
  0.4600000       10.80000      0.2711883    
  0.4600000       11.00000      0.2680067    
  0.4600000       11.20000      0.2649542    
  0.4600000       11.40000      0.2620226    
  0.4600000       11.60000      0.2592045    
  0.4600000       11.80000      0.2564931    
  0.4600000       12.00000      0.2538821    
  0.4600000       12.20000      0.2513654    
  0.4600000       12.40000      0.2489380    
  0.4600000       12.60000      0.2465947    
  0.4600000       12.80000      0.2443309    
  0.4600000       13.00000      0.2421426    
  0.4600000       13.20000      0.2400256    
  0.4600000       13.40000      0.2379763    
  0.4600000       13.60000      0.2359913    
  0.4600000       13.80000      0.2340674    
  0.4600000       14.00000      0.2322017    
  0.4600000       14.20000      0.2303913    
  0.4600000       14.40000      0.2286336    
  0.4600000       14.60000      0.2269263    
  0.4600000       14.80000      0.2252670    
  0.4600000       15.00000      0.2236536    
  0.4600000       15.20000      0.2220840    
  0.4600000       15.40000      0.2205565    
  0.4600000       15.60000      0.2190690    
  0.4600000       15.80000      0.2176201    
  0.4600000       16.00000      0.2162081    
  0.4600000       16.20000      0.2148316    
  0.4600000       16.40000      0.2134890    
  0.4600000       16.60000      0.2121790    
  0.4600000       16.80000      0.2109005    
  0.4600000       17.00000      0.2096521    
  0.4600000       17.20000      0.2084327    
  0.4600000       17.40000      0.2072413    
  0.4600000       17.60000      0.2060769    
  0.4600000       17.80000      0.2049384    
  0.4600000       18.00000      0.2038249    
  0.4600000       18.20000      0.2027355    
  0.4600000       18.40000      0.2016695    
  0.4600000       18.60000      0.2006259    
  0.4600000       18.80000      0.1996041    
  0.4600000       19.00000      0.1986033    
  0.4600000       19.20000      0.1976228    
  0.4600000       19.40000      0.1966619    
  0.4600000       19.60000      0.1957201    
  0.4600000       19.80000      0.1947967    
  0.4600000       20.00000      0.1938910    
  0.4600000       20.20000      0.1930027    
  0.4600000       20.40000      0.1921311    
  0.4600000       20.60000      0.1912757    
  0.4600000       20.80000      0.1904361    
  0.4600000       21.00000      0.1896117    
  0.4600000       21.20000      0.1888022    
  0.4600000       21.40000      0.1880070    
  0.4600000       21.60000      0.1872258    
  0.4600000       21.80000      0.1864582    
  0.4600000       22.00000      0.1857037    
  0.4600000       22.20000      0.1849621    
  0.4600000       22.40000      0.1842330    
  0.4600000       22.60000      0.1835160    
  0.4600000       22.80000      0.1828108    
  0.4600000       23.00000      0.1821171    
  0.4600000       23.20000      0.1814346    
  0.4600000       23.40000      0.1807630    
  0.4600000       23.60000      0.1801020    
  0.4600000       23.80000      0.1794513    
  0.4600000       24.00000      0.1788107    
  0.4600000       24.20000      0.1781799    
  0.4600000       24.40000      0.1775586    
  0.4600000       24.60000      0.1769467    
  0.4600000       24.80000      0.1763439    
  0.4600000       25.00000      0.1757500    
  0.4600000       25.20000      0.1751648    
  0.4600000       25.40000      0.1745881    
  0.4600000       25.60000      0.1740196    
  0.4600000       25.80000      0.1734592    
  0.4600000       26.00000      0.1729066    
  0.4600000       26.20000      0.1723617    
  0.4600000       26.40000      0.1718245    
  0.4600000       26.60000      0.1712945    
  0.4600000       26.80000      0.1707717    
  0.4600000       27.00000      0.1702560    
  0.4600000       27.20000      0.1697472    
  0.4600000       27.40000      0.1692450    
  0.4600000       27.60000      0.1687495    
  0.4600000       27.80000      0.1682604    
  0.4600000       28.00000      0.1677776    
  0.4600000       28.20000      0.1673009    
  0.4600000       28.40000      0.1668304    
  0.4600000       28.60000      0.1663657    
  0.4600000       28.80000      0.1659068    
  0.4600000       29.00000      0.1654536    
  0.4600000       29.20000      0.1650060    
  0.4600000       29.40000      0.1645637    
  0.4600000       29.60000      0.1641269    
  0.4600000       29.80000      0.1636952    
  0.4600000       30.00000      0.1632687    
  0.4800000      0.0000000E+00   1.222881    
  0.4800000      0.2000000       1.213007    
  0.4800000      0.4000000       1.190457    
  0.4800000      0.6000000       1.155953    
  0.4800000      0.8000000       1.113350    
  0.4800000       1.000000       1.066237    
  0.4800000       1.200000       1.017658    
  0.4800000       1.400000      0.9696458    
  0.4800000       1.600000      0.9235021    
  0.4800000       1.800000      0.8800193    
  0.4800000       2.000000      0.8395038    
  0.4800000       2.200000      0.8019879    
  0.4800000       2.400000      0.7673802    
  0.4800000       2.600000      0.7355201    
  0.4800000       2.800000      0.7061986    
  0.4800000       3.000000      0.6791784    
  0.4800000       3.200000      0.6542454    
  0.4800000       3.400000      0.6311992    
  0.4800000       3.600000      0.6098550    
  0.4800000       3.800000      0.5900437    
  0.4800000       4.000000      0.5716144    
  0.4800000       4.200000      0.5544341    
  0.4800000       4.400000      0.5383839    
  0.4800000       4.600000      0.5233558    
  0.4800000       4.800000      0.5092569    
  0.4800000       5.000000      0.4960018    
  0.4800000       5.200000      0.4835172    
  0.4800000       5.400000      0.4717359    
  0.4800000       5.600000      0.4606001    
  0.4800000       5.800000      0.4500562    
  0.4800000       6.000000      0.4400574    
  0.4800000       6.200000      0.4305608    
  0.4800000       6.400000      0.4215281    
  0.4800000       6.600000      0.4129253    
  0.4800000       6.800000      0.4047210    
  0.4800000       7.000000      0.3968867    
  0.4800000       7.200000      0.3893976    
  0.4800000       7.400000      0.3822296    
  0.4800000       7.600000      0.3753621    
  0.4800000       7.800000      0.3687753    
  0.4800000       8.000000      0.3624520    
  0.4800000       8.200000      0.3563758    
  0.4800000       8.400001      0.3505308    
  0.4800000       8.600000      0.3449053    
  0.4800000       8.800000      0.3394852    
  0.4800000       9.000000      0.3342585    
  0.4800000       9.200000      0.3292156    
  0.4800000       9.400001      0.3243460    
  0.4800000       9.600000      0.3196405    
  0.4800000       9.800000      0.3150904    
  0.4800000       10.00000      0.3107560    
  0.4800000       10.20000      0.3066218    
  0.4800000       10.40000      0.3026732    
  0.4800000       10.60000      0.2988974    
  0.4800000       10.80000      0.2952827    
  0.4800000       11.00000      0.2918183    
  0.4800000       11.20000      0.2884946    
  0.4800000       11.40000      0.2853025    
  0.4800000       11.60000      0.2822341    
  0.4800000       11.80000      0.2792818    
  0.4800000       12.00000      0.2764387    
  0.4800000       12.20000      0.2736985    
  0.4800000       12.40000      0.2710554    
  0.4800000       12.60000      0.2685039    
  0.4800000       12.80000      0.2660390    
  0.4800000       13.00000      0.2636563    
  0.4800000       13.20000      0.2613512    
  0.4800000       13.40000      0.2591198    
  0.4800000       13.60000      0.2569585    
  0.4800000       13.80000      0.2548636    
  0.4800000       14.00000      0.2528321    
  0.4800000       14.20000      0.2508609    
  0.4800000       14.40000      0.2489471    
  0.4800000       14.60000      0.2470881    
  0.4800000       14.80000      0.2452813    
  0.4800000       15.00000      0.2435246    
  0.4800000       15.20000      0.2418156    
  0.4800000       15.40000      0.2401523    
  0.4800000       15.60000      0.2385327    
  0.4800000       15.80000      0.2369551    
  0.4800000       16.00000      0.2354176    
  0.4800000       16.20000      0.2339187    
  0.4800000       16.40000      0.2324568    
  0.4800000       16.60000      0.2310305    
  0.4800000       16.80000      0.2296383    
  0.4800000       17.00000      0.2282791    
  0.4800000       17.20000      0.2269514    
  0.4800000       17.40000      0.2256541    
  0.4800000       17.60000      0.2243862    
  0.4800000       17.80000      0.2231466    
  0.4800000       18.00000      0.2219341    
  0.4800000       18.20000      0.2207480    
  0.4800000       18.40000      0.2195872    
  0.4800000       18.60000      0.2184509    
  0.4800000       18.80000      0.2173384    
  0.4800000       19.00000      0.2162486    
  0.4800000       19.20000      0.2151810    
  0.4800000       19.40000      0.2141348    
  0.4800000       19.60000      0.2131093    
  0.4800000       19.80000      0.2121038    
  0.4800000       20.00000      0.2111177    
  0.4800000       20.20000      0.2101504    
  0.4800000       20.40000      0.2092014    
  0.4800000       20.60000      0.2082700    
  0.4800000       20.80000      0.2073557    
  0.4800000       21.00000      0.2064582    
  0.4800000       21.20000      0.2055767    
  0.4800000       21.40000      0.2047109    
  0.4800000       21.60000      0.2038603    
  0.4800000       21.80000      0.2030244    
  0.4800000       22.00000      0.2022030    
  0.4800000       22.20000      0.2013955    
  0.4800000       22.40000      0.2006016    
  0.4800000       22.60000      0.1998209    
  0.4800000       22.80000      0.1990530    
  0.4800000       23.00000      0.1982977    
  0.4800000       23.20000      0.1975546    
  0.4800000       23.40000      0.1968232    
  0.4800000       23.60000      0.1961035    
  0.4800000       23.80000      0.1953950    
  0.4800000       24.00000      0.1946975    
  0.4800000       24.20000      0.1940106    
  0.4800000       24.40000      0.1933342    
  0.4800000       24.60000      0.1926679    
  0.4800000       24.80000      0.1920116    
  0.4800000       25.00000      0.1913649    
  0.4800000       25.20000      0.1907277    
  0.4800000       25.40000      0.1900997    
  0.4800000       25.60000      0.1894807    
  0.4800000       25.80000      0.1888705    
  0.4800000       26.00000      0.1882689    
  0.4800000       26.20000      0.1876756    
  0.4800000       26.40000      0.1870906    
  0.4800000       26.60000      0.1865135    
  0.4800000       26.80000      0.1859443    
  0.4800000       27.00000      0.1853828    
  0.4800000       27.20000      0.1848287    
  0.4800000       27.40000      0.1842820    
  0.4800000       27.60000      0.1837424    
  0.4800000       27.80000      0.1832098    
  0.4800000       28.00000      0.1826842    
  0.4800000       28.20000      0.1821652    
  0.4800000       28.40000      0.1816528    
  0.4800000       28.60000      0.1811468    
  0.4800000       28.80000      0.1806472    
  0.4800000       29.00000      0.1801537    
  0.4800000       29.20000      0.1796663    
  0.4800000       29.40000      0.1791848    
  0.4800000       29.60000      0.1787091    
  0.4800000       29.80000      0.1782391    
  0.4800000       30.00000      0.1777747    
  0.5000000      0.0000000E+00   1.326910    
  0.5000000      0.2000000       1.316197    
  0.5000000      0.4000000       1.291729    
  0.5000000      0.6000000       1.254289    
  0.5000000      0.8000000       1.208062    
  0.5000000       1.000000       1.156941    
  0.5000000       1.200000       1.104229    
  0.5000000       1.400000       1.052133    
  0.5000000       1.600000       1.002064    
  0.5000000       1.800000      0.9548821    
  0.5000000       2.000000      0.9109198    
  0.5000000       2.200000      0.8702124    
  0.5000000       2.400000      0.8326607    
  0.5000000       2.600000      0.7980903    
  0.5000000       2.800000      0.7662744    
  0.5000000       3.000000      0.7369557    
  0.5000000       3.200000      0.7099016    
  0.5000000       3.400000      0.6848949    
  0.5000000       3.600000      0.6617349    
  0.5000000       3.800000      0.6402383    
  0.5000000       4.000000      0.6202413    
  0.5000000       4.200000      0.6015995    
  0.5000000       4.400000      0.5841839    
  0.5000000       4.600000      0.5678774    
  0.5000000       4.800000      0.5525790    
  0.5000000       5.000000      0.5381963    
  0.5000000       5.200000      0.5246498    
  0.5000000       5.400000      0.5118662    
  0.5000000       5.600000      0.4997830    
  0.5000000       5.800000      0.4883422    
  0.5000000       6.000000      0.4774928    
  0.5000000       6.200000      0.4671883    
  0.5000000       6.400000      0.4573872    
  0.5000000       6.600000      0.4480526    
  0.5000000       6.800000      0.4391503    
  0.5000000       7.000000      0.4306495    
  0.5000000       7.200000      0.4225234    
  0.5000000       7.400000      0.4147456    
  0.5000000       7.600000      0.4072939    
  0.5000000       7.800000      0.4001468    
  0.5000000       8.000000      0.3932855    
  0.5000000       8.200000      0.3866925    
  0.5000000       8.400001      0.3803503    
  0.5000000       8.600000      0.3742461    
  0.5000000       8.800000      0.3683650    
  0.5000000       9.000000      0.3626936    
  0.5000000       9.200000      0.3572218    
  0.5000000       9.400001      0.3519379    
  0.5000000       9.600000      0.3468322    
  0.5000000       9.800000      0.3418949    
  0.5000000       10.00000      0.3371918    
  0.5000000       10.20000      0.3327059    
  0.5000000       10.40000      0.3284214    
  0.5000000       10.60000      0.3243244    
  0.5000000       10.80000      0.3204021    
  0.5000000       11.00000      0.3166431    
  0.5000000       11.20000      0.3130366    
  0.5000000       11.40000      0.3095731    
  0.5000000       11.60000      0.3062436    
  0.5000000       11.80000      0.3030401    
  0.5000000       12.00000      0.2999552    
  0.5000000       12.20000      0.2969819    
  0.5000000       12.40000      0.2941139    
  0.5000000       12.60000      0.2913454    
  0.5000000       12.80000      0.2886708    
  0.5000000       13.00000      0.2860854    
  0.5000000       13.20000      0.2835841    
  0.5000000       13.40000      0.2811629    
  0.5000000       13.60000      0.2788177    
  0.5000000       13.80000      0.2765447    
  0.5000000       14.00000      0.2743404    
  0.5000000       14.20000      0.2722015    
  0.5000000       14.40000      0.2701249    
  0.5000000       14.60000      0.2681077    
  0.5000000       14.80000      0.2661473    
  0.5000000       15.00000      0.2642410    
  0.5000000       15.20000      0.2623866    
  0.5000000       15.40000      0.2605819    
  0.5000000       15.60000      0.2588246    
  0.5000000       15.80000      0.2571127    
  0.5000000       16.00000      0.2554444    
  0.5000000       16.20000      0.2538181    
  0.5000000       16.40000      0.2522318    
  0.5000000       16.60000      0.2506842    
  0.5000000       16.80000      0.2491736    
  0.5000000       17.00000      0.2476986    
  0.5000000       17.20000      0.2462580    
  0.5000000       17.40000      0.2448504    
  0.5000000       17.60000      0.2434746    
  0.5000000       17.80000      0.2421295    
  0.5000000       18.00000      0.2408139    
  0.5000000       18.20000      0.2395269    
  0.5000000       18.40000      0.2382674    
  0.5000000       18.60000      0.2370344    
  0.5000000       18.80000      0.2358272    
  0.5000000       19.00000      0.2346448    
  0.5000000       19.20000      0.2334863    
  0.5000000       19.40000      0.2323511    
  0.5000000       19.60000      0.2312384    
  0.5000000       19.80000      0.2301473    
  0.5000000       20.00000      0.2290774    
  0.5000000       20.20000      0.2280278    
  0.5000000       20.40000      0.2269980    
  0.5000000       20.60000      0.2259874    
  0.5000000       20.80000      0.2249954    
  0.5000000       21.00000      0.2240214    
  0.5000000       21.20000      0.2230649    
  0.5000000       21.40000      0.2221255    
  0.5000000       21.60000      0.2212025    
  0.5000000       21.80000      0.2202956    
  0.5000000       22.00000      0.2194043    
  0.5000000       22.20000      0.2185281    
  0.5000000       22.40000      0.2176666    
  0.5000000       22.60000      0.2168195    
  0.5000000       22.80000      0.2159863    
  0.5000000       23.00000      0.2151668    
  0.5000000       23.20000      0.2143604    
  0.5000000       23.40000      0.2135669    
  0.5000000       23.60000      0.2127859    
  0.5000000       23.80000      0.2120171    
  0.5000000       24.00000      0.2112603    
  0.5000000       24.20000      0.2105150    
  0.5000000       24.40000      0.2097810    
  0.5000000       24.60000      0.2090581    
  0.5000000       24.80000      0.2083459    
  0.5000000       25.00000      0.2076442    
  0.5000000       25.20000      0.2069528    
  0.5000000       25.40000      0.2062714    
  0.5000000       25.60000      0.2055997    
  0.5000000       25.80000      0.2049376    
  0.5000000       26.00000      0.2042848    
  0.5000000       26.20000      0.2036410    
  0.5000000       26.40000      0.2030063    
  0.5000000       26.60000      0.2023801    
  0.5000000       26.80000      0.2017625    
  0.5000000       27.00000      0.2011532    
  0.5000000       27.20000      0.2005520    
  0.5000000       27.40000      0.1999587    
  0.5000000       27.60000      0.1993732    
  0.5000000       27.80000      0.1987954    
  0.5000000       28.00000      0.1982250    
  0.5000000       28.20000      0.1976618    
  0.5000000       28.40000      0.1971058    
  0.5000000       28.60000      0.1965569    
  0.5000000       28.80000      0.1960147    
  0.5000000       29.00000      0.1954792    
  0.5000000       29.20000      0.1949504    
  0.5000000       29.40000      0.1944279    
  0.5000000       29.60000      0.1939118    
  0.5000000       29.80000      0.1934018    
  0.5000000       30.00000      0.1928979    
  0.5200000      0.0000000E+00   1.435186    
  0.5200000      0.2000000       1.423598    
  0.5200000      0.4000000       1.397134    
  0.5200000      0.6000000       1.356639    
  0.5200000      0.8000000       1.306639    
  0.5200000       1.000000       1.251347    
  0.5200000       1.200000       1.194334    
  0.5200000       1.400000       1.137987    
  0.5200000       1.600000       1.083832    
  0.5200000       1.800000       1.032800    
  0.5200000       2.000000      0.9852508    
  0.5200000       2.200000      0.9412219    
  0.5200000       2.400000      0.9006058    
  0.5200000       2.600000      0.8632145    
  0.5200000       2.800000      0.8288025    
  0.5200000       3.000000      0.7970914    
  0.5200000       3.200000      0.7678296    
  0.5200000       3.400000      0.7407824    
  0.5200000       3.600000      0.7157326    
  0.5200000       3.800000      0.6924818    
  0.5200000       4.000000      0.6708530    
  0.5200000       4.200000      0.6506900    
  0.5200000       4.400000      0.6318533    
  0.5200000       4.600000      0.6142162    
  0.5200000       4.800000      0.5976695    
  0.5200000       5.000000      0.5821132    
  0.5200000       5.200000      0.5674612    
  0.5200000       5.400000      0.5536345    
  0.5200000       5.600000      0.5405654    
  0.5200000       5.800000      0.5281909    
  0.5200000       6.000000      0.5164562    
  0.5200000       6.200000      0.5053109    
  0.5200000       6.400000      0.4947100    
  0.5200000       6.600000      0.4846137    
  0.5200000       6.800000      0.4749850    
  0.5200000       7.000000      0.4657906    
  0.5200000       7.200000      0.4570013    
  0.5200000       7.400000      0.4485888    
  0.5200000       7.600000      0.4405291    
  0.5200000       7.800000      0.4327988    
  0.5200000       8.000000      0.4253777    
  0.5200000       8.200000      0.4182466    
  0.5200000       8.400001      0.4113868    
  0.5200000       8.600000      0.4047846    
  0.5200000       8.800000      0.3984235    
  0.5200000       9.000000      0.3922895    
  0.5200000       9.200000      0.3863710    
  0.5200000       9.400001      0.3806560    
  0.5200000       9.600000      0.3751336    
  0.5200000       9.800000      0.3697935    
  0.5200000       10.00000      0.3647067    
  0.5200000       10.20000      0.3598547    
  0.5200000       10.40000      0.3552205    
  0.5200000       10.60000      0.3507892    
  0.5200000       10.80000      0.3465470    
  0.5200000       11.00000      0.3424812    
  0.5200000       11.20000      0.3385805    
  0.5200000       11.40000      0.3348342    
  0.5200000       11.60000      0.3312331    
  0.5200000       11.80000      0.3277682    
  0.5200000       12.00000      0.3244315    
  0.5200000       12.20000      0.3212156    
  0.5200000       12.40000      0.3181136    
  0.5200000       12.60000      0.3151191    
  0.5200000       12.80000      0.3122263    
  0.5200000       13.00000      0.3094299    
  0.5200000       13.20000      0.3067246    
  0.5200000       13.40000      0.3041058    
  0.5200000       13.60000      0.3015693    
  0.5200000       13.80000      0.2991108    
  0.5200000       14.00000      0.2967266    
  0.5200000       14.20000      0.2944131    
  0.5200000       14.40000      0.2921671    
  0.5200000       14.60000      0.2899853    
  0.5200000       14.80000      0.2878649    
  0.5200000       15.00000      0.2858031    
  0.5200000       15.20000      0.2837974    
  0.5200000       15.40000      0.2818453    
  0.5200000       15.60000      0.2799446    
  0.5200000       15.80000      0.2780931    
  0.5200000       16.00000      0.2762887    
  0.5200000       16.20000      0.2745296    
  0.5200000       16.40000      0.2728139    
  0.5200000       16.60000      0.2711400    
  0.5200000       16.80000      0.2695061    
  0.5200000       17.00000      0.2679108    
  0.5200000       17.20000      0.2663526    
  0.5200000       17.40000      0.2648302    
  0.5200000       17.60000      0.2633422    
  0.5200000       17.80000      0.2618873    
  0.5200000       18.00000      0.2604644    
  0.5200000       18.20000      0.2590723    
  0.5200000       18.40000      0.2577100    
  0.5200000       18.60000      0.2563764    
  0.5200000       18.80000      0.2550707    
  0.5200000       19.00000      0.2537918    
  0.5200000       19.20000      0.2525388    
  0.5200000       19.40000      0.2513109    
  0.5200000       19.60000      0.2501074    
  0.5200000       19.80000      0.2489273    
  0.5200000       20.00000      0.2477701    
  0.5200000       20.20000      0.2466349    
